年度,學號,
108,06154239,"C,A,E,I"
108,06154240,"E,C,S"
108,06154241,"A,E,S"
108,06154242,"E,S,A"
108,06154244,"A,C,E,S"
108,06154245,"E,C"
108,06154247,"C,R,I"
108,06154248,"E,C,S"
108,06154250,"S,A,E"
108,06154251,"E,S,A"
108,06154252,"C,E"
108,06154254,"E,R"
108,06154255,"E,C"
108,06154256,"C,E,A"
108,06154259,"A,C,R"
108,06154260,"S,E,R"
108,06154261,S
108,06154271,"A,E,R"
108,06154282,"I,E"
108,06154601,"S,A,C"
108,06155104,"I,A,C,E"
108,06155105,"S,C,R"
108,06155109,"A,E,I"
108,06155111,"A,I,S"
108,06155112,"I,R"
108,06155118,"C,S,I"
108,06155120,"C,E,I"
108,06155123,"C,E,I"
108,06155124,"C,E,I,S"
108,06155125,"C,I"
108,06155126,"C,R"
108,06155128,"C,I,E"
108,06155130,"C,S,E,I"
108,06155132,"C,I,R"
108,06155134,"C,I,R"
108,06155135,"A,S,I"
108,06155138,"R,C,I"
108,06155140,"E,S,C"
108,06155142,"S,A,E"
108,06155143,"C,I"
108,06155147,"C,A,I"
108,06155149,"E,I"
108,06155150,"S,R,C"
108,06155151,"E,C"
108,06155152,"C,A,E"
108,06155156,"A,E,S"
108,06155171,"C,I,R"
108,06155203,"C,A,R"
108,06155204,"S,C,A"
108,06155205,"C,I,E,S"
108,06155206,"E,R"
108,06155208,"E,A,R"
108,06155209,"S,E"
108,06155210,"C,I,S"
108,06155212,"S,R"
108,06155214,"A,C,R"
108,06155215,"I,A,C"
108,06155218,"C,R"
108,06155220,"C,E,S"
108,06155222,"C,I,R"
108,06155223,"C,S,I"
108,06155224,"C,S"
108,06155225,"E,A"
108,06155226,C
108,06155227,"C,I,R,S"
108,06155229,"C,I,R"
108,06155230,"I,C"
108,06155231,"I,R"
108,06155233,"C,E,I,S"
108,06155236,"C,E"
108,06155237,"A,C,S"
108,06155238,"C,S,E"
108,06155240,"S,A,E"
108,06155241,"R,C,I,S"
108,06155242,"R,S,I"
108,06155244,"I,C,R"
108,06155247,"C,R,S"
108,06155250,"E,C,S"
108,06155251,"C,R,S"
108,06155252,"C,R"
108,06155253,"C,A,R,S"
108,06155254,"I,A,R"
108,06155255,"C,A,E"
108,06155257,"C,E,S"
108,06155271,"C,R"
108,06155282,"I,C,R"
108,06155285,C
108,06155289,"E,R,I,S"
108,06155290,"C,I,R"
108,06155292,"C,I,R"
108,06155301,"A,E,I,R"
108,06155302,I
108,06155303,"C,I,R"
108,06155304,"C,I,S"
108,06155305,"I,C,R"
108,06155306,"A,E,S"
108,06155307,"C,E,I"
108,06155308,"E,I,R"
108,06155309,"A,I"
108,06155310,"C,E"
108,06155311,"E,C,I,S"
108,06155312,"A,C,E,S"
108,06155313,"A,I,C"
108,06155315,"C,E,I"
108,06155316,"C,R"
108,06155317,"A,C"
108,06155320,"E,A"
108,06155321,"C,E,R"
108,06155322,"E,S"
108,06155323,"C,R,I"
108,06155325,"C,I,E,R"
108,06155327,"C,E,I,R"
108,06155328,"S,C,A"
108,06155329,"R,A,I"
108,06155330,"C,R,I"
108,06155331,"C,R,I"
108,06155332,"C,A,E,R"
108,06155333,"I,R"
108,06155334,"R,I,C"
108,06155335,"C,R,S"
108,06155336,"A,C,I"
108,06155337,"C,A,I"
108,06155338,"C,R,A"
108,06155339,"C,E,R"
108,06155342,"C,E,R,S"
108,06155343,"A,C,E"
108,06155344,"C,E"
108,06155345,"E,C,I"
108,06155346,"C,E,I"
108,06155347,"I,C,R"
108,06155349,"C,I,S"
108,06155351,"C,I,R"
108,06155353,"C,I,E"
108,06155354,"C,S"
108,06155356,"C,I"
108,06155357,"C,E,R"
108,06155383,"I,R,A"
108,06155391,"R,E,S"
108,06155392,"I,C"
108,06156101,"C,R,I"
108,06156102,"C,E,I"
108,06156103,"R,C,E"
108,06156104,"R,E,I"
108,06156107,"C,R"
108,06156108,"C,S"
108,06156109,"C,E,A"
108,06156110,"A,C,R,S"
108,06156111,"A,E"
108,06156112,"R,C,I"
108,06156115,"I,C"
108,06156116,"R,S"
108,06156117,"C,R,I"
108,06156118,"E,C,S"
108,06156119,"R,C,I"
108,06156120,"E,C,I"
108,06156121,"C,S,I,R"
108,06156122,"C,E,R,S"
108,06156123,"C,R,I"
108,06156125,"A,C,I"
108,06156126,"C,R,I"
108,06156127,"A,C,I"
108,06156128,"S,A,C"
108,06156129,"S,A,I"
108,06156131,"I,C"
108,06156133,"S,C,E,R"
108,06156134,"E,A,C,S"
108,06156135,"R,E,S"
108,06156136,"E,C"
108,06156137,"E,A"
108,06156138,"I,R,S"
108,06156141,"A,I,C"
108,06156144,"A,R,S"
108,06156145,"R,E,I"
108,06156146,"E,I"
108,06156147,"C,A,E,S"
108,06156148,"S,R,E"
108,06156149,"A,R"
108,06156150,"R,I,A"
108,06156151,"E,S,C"
108,06156152,"I,R,C"
108,06156153,"R,A,C"
108,06156154,"R,C,E"
108,06156156,"C,E,I"
108,06156157,"A,S"
108,06156158,"R,I,A"
108,06156159,"R,S,E"
108,06156160,I
108,06156172,"R,A,I"
108,06156173,"R,I,C"
108,06156201,"A,E,S"
108,06156202,"C,I,R"
108,06156203,"A,E,C"
108,06156204,"C,E,I"
108,06156206,"C,E,S"
108,06156207,"C,E,I"
108,06156208,"C,S,R"
108,06156209,"A,E,R"
108,06156210,"E,R,I"
108,06156211,"R,E,I"
108,06156213,"C,E,I,R"
108,06156214,"I,A,C"
108,06156215,"R,I,E"
108,06156216,"A,C,S"
108,06156217,"I,C,R"
108,06156218,"C,I,R"
108,06156219,"E,C,I"
108,06156222,"R,A,I"
108,06156223,"C,R,I"
108,06156224,"A,C,E,S"
108,06156226,"A,C,S"
108,06156228,"A,I,R"
108,06156229,"R,I,A"
108,06156230,"E,A"
108,06156231,"I,R"
108,06156233,"I,C,R"
108,06156235,"C,E,I,S"
108,06156236,"E,C"
108,06156237,"E,C,R"
108,06156238,"R,E,I"
108,06156239,"A,I,R"
108,06156240,"S,C"
108,06156241,"C,I,E"
108,06156243,"I,R,E"
108,06156244,"C,E,S"
108,06156245,"C,S"
108,06156246,"A,R,C"
108,06156247,"I,E,R"
108,06156249,"R,I"
108,06156251,"R,C,I"
108,06156252,"E,R,C,S"
108,06156253,"R,C,I"
108,06156254,"A,I,S"
108,06156255,"S,R,A"
108,06156256,"C,E,R"
108,06156257,"C,I,R"
108,06156258,"I,C,A"
108,06156259,"E,R,S"
108,06156281,"C,A,I"
108,06156282,"I,R,A,S"
108,06156283,"I,R,A,C"
108,06156285,"R,S,E,I"
108,06156286,"C,A"
108,06156288,"C,R,S"
108,06156501,"I,A,S"
108,06170102,"I,R"
108,06170104,"C,R,S"
108,06170106,"C,S"
108,06170107,"E,C,I"
108,06170109,"S,A,C"
108,06170113,I
108,06170114,"I,R,C"
108,06170115,"A,R,C"
108,06170117,"C,S"
108,06170118,"C,R"
108,06170119,S
108,06170120,"E,C,S"
108,06170121,"E,I,S"
108,06170123,"C,E,R"
108,06170124,"I,R,S"
108,06170125,"E,A,R"
108,06170127,"E,S,C,R"
108,06170128,"I,A,R"
108,06170129,"E,C,S"
108,06170133,"S,A,I,R"
108,06170134,"E,C,S"
108,06170135,"I,A,R"
108,06170136,"C,S,I"
108,06170137,"C,S,I"
108,06170138,"C,I,R"
108,06170139,"C,A,E"
108,06170140,"E,S,I"
108,06170141,"C,R"
108,06170142,"E,I,S"
108,06170143,"S,C,E"
108,06170145,"C,E,S"
108,06170146,"E,A,S"
108,06170183,"C,E,I"
108,06170201,"C,E"
108,06170202,"A,E"
108,06170204,"E,A"
108,06170206,"C,S"
108,06170208,"C,A"
108,06170213,"C,E,R"
108,06170214,"R,C,I"
108,06170215,"A,E,S"
108,06170218,"C,E,R"
108,06170220,"I,R,C"
108,06170223,"C,R"
108,06170224,"A,E,R"
108,06170227,"E,S,I"
108,06170228,"C,E"
108,06170229,"E,C,R"
108,06170230,"C,E,I,R"
108,06170233,"E,C"
108,06170234,"C,E,I"
108,06170235,"C,A,I"
108,06170236,"E,C,R,S"
108,06170237,"E,C,S"
108,06170240,"I,S,C"
108,06170243,"C,R,I"
108,06170244,"E,C,I"
108,06170245,"E,S,A"
108,06170282,"C,I,R"
108,06170501,"A,C,E,I"
108,06600067,"C,R,I"
108,06600073,"C,A,S"
108,06600075,"I,S,C"
108,06611003,"C,R,S"
108,06611005,"A,R"
108,06611011,"E,C,S"
108,06611014,"A,E,S"
108,06611024,"A,S"
108,06611026,"S,A"
108,06611027,"S,A,E"
108,06611036,"A,S,I"
108,06611037,"C,R,I"
108,06611041,"A,C,S"
108,07111102,"S,A,C"
108,07111106,"S,E,C"
108,07111107,"A,I"
108,07111108,"A,E,S"
108,07111110,"A,C,E"
108,07111111,"A,C,I,R"
108,07111113,"I,R,A"
108,07111116,"I,A,C"
108,07111118,"A,E"
108,07111122,"A,S"
108,07111125,"A,I"
108,07111126,"I,S,A"
108,07111128,"I,A"
108,07111129,"C,S,A"
108,07111130,"A,E,S"
108,07111131,"A,C,S"
108,07111132,"S,E,R"
108,07111133,"C,A,S"
108,07111134,"S,R"
108,07111136,"R,A,S"
108,07111137,"A,E"
108,07111138,"S,A,E"
108,07111139,"C,A,I,S"
108,07111140,"I,R,S"
108,07111141,"C,E,S"
108,07111143,"C,I,E"
108,07111144,"A,I,R"
108,07111145,"C,S,A"
108,07111146,"A,E,I"
108,07111147,"A,E,C"
108,07111148,"E,C"
108,07111149,"S,E,I"
108,07111151,"E,A,C"
108,07111152,"C,A,E"
108,07111153,"A,S,R"
108,07111154,"C,R"
108,07111155,"S,A,E"
108,07111156,"A,R,I"
108,07111157,"S,E,I"
108,07111158,"A,S"
108,07111160,"A,C,R"
108,07111171,"A,E,R"
108,07111181,"A,I"
108,07111182,"S,A,E"
108,07111203,"A,C,E"
108,07111205,"C,A"
108,07111206,"E,I,R"
108,07111210,"E,S,C"
108,07111212,"C,S,A"
108,07111214,"A,I"
108,07111215,"I,S,C"
108,07111216,"I,C"
108,07111217,"I,A,C,E"
108,07111219,"S,E,C"
108,07111221,"C,R"
108,07111222,"A,R,S"
108,07111223,"A,I,R"
108,07111228,"A,I,S"
108,07111229,"S,A"
108,07111230,"E,S,A"
108,07111231,"A,C,E,R"
108,07111232,"A,S,C"
108,07111234,"E,A,S"
108,07111235,"A,C,S"
108,07111237,"A,S"
108,07111241,"S,A,C"
108,07111242,"I,C,S"
108,07111244,"A,E,S"
108,07111246,"A,C,S"
108,07111248,"C,R,I,S"
108,07111249,"A,C,E"
108,07111250,"A,E,C,S"
108,07111251,"A,R"
108,07111253,"C,A,R,S"
108,07111255,"A,S,E"
108,07111256,"C,A,I"
108,07111257,"A,I,E"
108,07111258,"C,E,I"
108,07111259,"I,S,A"
108,07111260,"A,C,E,I,R,S"
108,07111272,"E,R,C"
108,07111281,"A,C,E"
108,07111282,"A,C,I"
108,07111283,"E,I,S"
108,07111284,"A,I,S"
108,07111301,"S,A,E"
108,07111302,S
108,07111303,"A,E"
108,07111304,"I,S,E"
108,07111306,"A,S,E"
108,07111307,"A,C,E"
108,07111310,"A,E,I,S"
108,07111311,"E,S"
108,07111313,"A,C,R"
108,07111314,"S,C,R"
108,07111315,"S,A"
108,07111318,"A,C,I"
108,07111321,"C,E,I"
108,07111322,"E,S,A,C"
108,07111324,"A,S,E"
108,07111325,"R,I"
108,07111327,"C,R,S"
108,07111328,"S,A,I"
108,07111329,"C,S,R"
108,07111331,"S,A,E"
108,07111333,"S,I,R"
108,07111334,"C,A,E"
108,07111335,"A,C"
108,07111336,"A,S"
108,07111337,"C,E,R"
108,07111339,"A,E,I,R"
108,07111341,"E,A,I,S"
108,07111342,"E,A,I,R"
108,07111343,"A,R,C"
108,07111345,"S,E,I"
108,07111346,"A,C,R"
108,07111347,"C,A,R,S"
108,07111348,"A,C,I"
108,07111349,"A,R,S"
108,07111350,"R,S,E"
108,07111351,"A,S,C"
108,07111352,"R,A,I"
108,07111353,"A,C,I"
108,07111354,"A,E"
108,07111355,"A,C,E,S"
108,07111356,"S,C,E"
108,07111357,"I,E"
108,07111359,"A,I,S"
108,07112007,"A,S"
108,07112011,"A,C,I,R"
108,07112014,"A,R,S"
108,07112016,"C,E,S"
108,07112017,"C,I,A"
108,07112021,"C,A,I"
108,07112023,"A,R"
108,07112024,"C,S,I"
108,07112025,"C,I,S"
108,07112026,"S,E,A"
108,07112028,"S,A,E"
108,07112029,"C,I"
108,07112030,"A,C,S"
108,07112032,"C,R,S"
108,07112034,"A,S"
108,07112035,"C,R,A,I"
108,07112040,"I,C,R"
108,07112041,"S,I,E"
108,07112043,"I,R,S"
108,07112047,"E,S,A"
108,07112048,"C,E,I,R"
108,07112052,"A,E,I"
108,07112054,"A,I"
108,07112056,"C,A,I"
108,07112057,"A,I,R"
108,07112058,"S,A,I"
108,07112059,"A,R,I"
108,07112060,"R,C,S"
108,07112081,"S,A,C"
108,07112085,"C,S"
108,07113003,"A,I"
108,07113005,"C,A,S"
108,07113006,"S,C,E"
108,07113007,"E,I,S"
108,07113009,"C,E"
108,07113010,"I,A,C"
108,07113012,"I,C"
108,07113013,"A,S"
108,07113015,"C,E,A,S"
108,07113016,"A,E,S"
108,07113019,"A,C,I"
108,07113023,"C,I,S"
108,07113024,"I,E,S"
108,07113025,"C,S,E"
108,07113026,"A,E,I"
108,07113028,"C,R,I"
108,07113030,"S,C,R"
108,07113032,"A,R,I"
108,07113040,"R,C,I"
108,07113041,"E,C,A"
108,07113045,"A,S,R"
108,07113047,"S,A"
108,07113049,"E,I,S"
108,07113050,"R,A,I"
108,07113051,"A,E,I"
108,07113053,"I,R,A"
108,07113058,"C,I,R"
108,07113059,"S,C,E"
108,07113060,A
108,07113071,"A,E,C,R"
108,07113073,"A,I,R"
108,07113082,"C,A"
108,07114103,"C,I"
108,07114104,"A,C,I"
108,07114110,"S,R,C"
108,07114113,"C,S,E"
108,07114115,"E,A,S"
108,07114117,"C,A,E"
108,07114119,"S,C"
108,07114120,"C,R,S"
108,07114121,"S,E,C"
108,07114122,"C,S,R"
108,07114123,"C,E,S"
108,07114124,"C,E,S"
108,07114125,"C,I"
108,07114127,"C,S,A,E"
108,07114128,"E,C,A"
108,07114129,"E,I,C"
108,07114130,"E,C,A"
108,07114135,"C,I,A"
108,07114136,"A,S"
108,07114141,"E,A,S"
108,07114145,"E,S"
108,07114146,"I,S,E"
108,07114147,"C,S"
108,07114148,"A,R,S"
108,07114149,"E,C,I"
108,07114151,"E,S,I"
108,07114152,"A,C"
108,07114154,"A,E"
108,07114155,"S,C,R"
108,07114156,"A,E,S"
108,07114159,"E,S,A"
108,07114160,"S,E"
108,07114172,"R,S,C"
108,07114182,"C,I,E"
108,07114184,"A,I,S"
108,07114206,"S,E,C"
108,07114207,S
108,07114209,"A,S"
108,07114214,"S,C,I"
108,07114216,"C,S,R"
108,07114218,"I,C"
108,07114220,"C,I,S"
108,07114221,"S,C,E"
108,07114222,"C,A,S"
108,07114223,"E,C,S"
108,07114224,"C,E,I"
108,07114225,"C,I,A"
108,07114226,"E,I,S"
108,07114229,"E,A"
108,07114232,"A,S"
108,07114233,"C,S,E"
108,07114234,"E,C,S"
108,07114235,"E,C,S"
108,07114236,"E,C,S"
108,07114237,"A,C,I"
108,07114238,"E,A"
108,07114239,"C,I,R"
108,07114240,"C,S,E"
108,07114241,"E,I,S"
108,07114242,"R,I"
108,07114243,"E,C,I"
108,07114244,"A,E,R"
108,07114245,"A,E,S"
108,07114247,"C,R,I"
108,07114248,"C,E,S"
108,07114249,"A,S,E,R"
108,07114251,"C,E,R"
108,07114252,"C,E,A"
108,07114256,"I,A,R,S"
108,07114258,"E,C,S"
108,07114259,"S,E,C"
108,07114281,"S,E,C"
108,07115107,"A,C,I"
108,07115111,"E,C,R"
108,07115152,S
108,07115181,"S,A,I"
108,07115211,"C,S,E"
108,07115212,"S,R"
108,07115225,"S,C,A"
108,07116106,"A,S"
108,07116107,"S,A,C"
108,07116111,"A,C,S"
108,07116113,"S,A,E"
108,07116116,"C,R,A"
108,07116117,"S,I"
108,07116122,"S,C,A"
108,07116125,"A,E,S"
108,07116130,"S,A,E"
108,07116134,"S,E,A"
108,07116136,"S,C"
108,07116137,"C,S,R"
108,07116142,"E,S,C"
108,07116144,"C,R,S"
108,07116147,"S,C,I"
108,07116151,"S,A,E"
108,07116159,"A,E,S"
108,07116160,"S,E,A"
108,07116171,"I,S,C"
108,07116174,"C,S,E"
108,07116176,"S,A,C"
108,07116182,"S,A,C"
108,07116203,"E,A"
108,07116209,"A,I,S"
108,07116213,"S,A,E"
108,07116215,"I,S,A,R"
108,07116219,"S,C,I,R"
108,07116220,"R,S"
108,07116221,"I,E"
108,07116222,"S,C"
108,07116223,"A,E,S"
108,07116228,"I,E,R"
108,07116230,"S,E"
108,07116231,"C,I,R"
108,07116232,"E,C,S"
108,07116233,"I,S"
108,07116235,"S,A,E"
108,07116237,"S,A"
108,07116239,"A,C,S"
108,07116241,"A,I,R"
108,07116249,"S,A,I"
108,07116254,"R,S,I"
108,07116255,"A,S,I,R"
108,07116258,"S,A,I"
108,07116259,"S,E,C"
108,07116262,"C,S,E"
108,07116271,"S,I,A"
108,07116277,"I,S,C"
108,07116281,"C,E,S"
108,07116282,"S,E,A"
108,07116283,"S,C,I"
108,07117002,"S,C,I"
108,07117023,"S,E,I"
108,07117024,"C,E,S"
108,07117038,"C,R"
108,07117047,"A,R,S"
108,07117081,"E,A"
108,07121109,"E,C,S"
108,07121386,"C,A"
108,07122201,"I,A,C"
108,07122203,"C,R"
108,07122205,"A,S,C"
108,07122207,"E,A,C"
108,07122208,"E,C,I"
108,07122209,"C,I,R"
108,07122210,"C,E"
108,07122212,"A,C,R"
108,07122213,"C,A,R"
108,07122215,"A,S"
108,07122216,"A,S,I"
108,07122218,"A,C"
108,07122219,"E,I"
108,07122220,"R,C,E"
108,07122221,"I,C,S"
108,07122222,"C,A,R"
108,07122223,"S,C,E,I"
108,07122225,"A,C,S"
108,07122226,"A,I,S"
108,07122227,"A,E,C"
108,07122228,"C,I,R"
108,07122229,"S,E,A"
108,07122231,"A,S"
108,07122232,"A,R,C"
108,07122233,"S,A,E"
108,07122234,"A,S"
108,07122235,"S,A"
108,07122236,"A,E,S"
108,07122237,E
108,07122238,"E,C,S"
108,07122239,"A,E,I"
108,07122240,"C,E,R"
108,07122241,"A,C"
108,07122242,"C,I,R,S"
108,07122244,"S,A,E"
108,07122245,E
108,07122246,"E,R"
108,07122247,"C,E,S"
108,07122248,"A,I,E"
108,07122249,"C,A,R"
108,07122250,"R,A,I"
108,07122251,"S,A,I"
108,07122252,"A,S"
108,07122253,"S,A,I"
108,07122254,"E,I,A"
108,07122255,"A,S,C"
108,07122256,"A,E,I,S"
108,07122257,"S,R"
108,07122258,"R,A,C"
108,07122259,"E,R,S"
108,07122271,"A,E,S"
108,07122273,"A,E"
108,07122274,"A,R,E"
108,07122276,"I,R"
108,07122277,"S,A,R"
108,07122302,"E,C,A"
108,07122304,"A,C,R"
108,07122309,"E,S,A"
108,07122310,"E,S,I"
108,07122312,"C,E,I,S"
108,07122314,"S,A,R"
108,07122315,"A,I,R"
108,07122316,"A,C,R"
108,07122317,"C,S,E"
108,07122320,"A,C,I"
108,07122322,"E,C,S"
108,07122323,"I,R,C"
108,07122325,"A,C,I"
108,07122326,"C,E,I,S"
108,07122327,"S,A,I,R"
108,07122328,"A,I,C"
108,07122329,"C,S,E"
108,07122332,"A,S"
108,07122333,"A,C,I,R"
108,07122334,"I,E"
108,07122338,"C,I,E"
108,07122341,"C,I,R"
108,07122342,"S,A,C"
108,07122344,"A,S"
108,07122346,"E,S"
108,07122348,"E,A,S"
108,07122350,"R,C,I"
108,07122351,"A,E,R"
108,07122352,"A,S,E"
108,07122353,"A,C,I"
108,07122354,"I,A,C,S"
108,07122356,"A,S,C"
108,07122358,"E,A,I"
108,07122381,"A,I,R"
108,07122382,"A,C,I"
108,07122383,"I,R"
108,07122384,"C,E,R,S"
108,07122386,"A,C,R"
108,07122601,"I,E"
108,07123003,"I,S"
108,07123007,"C,E,R"
108,07123008,"E,C,R"
108,07123012,"C,E,S"
108,07123014,"S,A,E"
108,07123015,"A,I,R"
108,07123018,"E,C,S"
108,07123020,"C,E"
108,07123021,"C,A,E"
108,07123023,"E,A"
108,07123024,"A,C,I,R"
108,07123025,"E,C"
108,07123027,"E,I,A"
108,07123028,"S,A,E"
108,07123029,"S,A,E"
108,07123030,"C,I,S"
108,07123033,"S,C,E"
108,07123035,"C,E,S"
108,07123038,"A,E,C"
108,07123039,"C,A,E"
108,07123042,"S,C,A"
108,07123044,"E,C"
108,07123045,"A,C,E,S"
108,07123046,"E,S,C"
108,07123047,"S,E"
108,07123048,"E,C,S"
108,07123049,"A,R,I"
108,07123050,"E,C,I"
108,07123051,"S,A,C"
108,07123052,"A,C,R"
108,07123058,"C,E"
108,07123073,"A,E,C"
108,07123081,"A,R,C,I"
108,07123082,"A,E,C"
108,07123083,"A,C,E"
108,07123901,"A,S,E"
108,07131002,"A,C,E,I"
108,07131003,"S,C,I"
108,07131004,"R,I,S"
108,07131005,"S,R"
108,07131006,"I,C,R,S"
108,07131007,"I,S,A"
108,07131009,"C,I,R"
108,07131010,"C,S,I,R"
108,07131011,"E,I,C"
108,07131012,"E,S"
108,07131013,C
108,07131015,"A,R,I"
108,07131017,"I,A,R"
108,07131018,"S,E"
108,07131019,"A,E,S"
108,07131020,"C,E,R,S"
108,07131021,"A,I,R,S"
108,07131022,"S,I"
108,07131023,"C,I,R"
108,07131024,"S,I,A"
108,07131025,"R,A,C,S"
108,07131026,"A,I,E"
108,07131027,"R,I"
108,07131028,"I,C,E,S"
108,07131030,"C,I,R"
108,07131031,"E,C,S"
108,07131033,"S,A,E"
108,07131034,"I,C,R"
108,07131037,"C,I,R"
108,07131038,"R,C,E"
108,07131039,"S,A,E"
108,07131040,"R,C"
108,07131042,"R,I,C"
108,07131043,"E,S,C"
108,07131044,"I,R,S"
108,07131045,"S,E,R"
108,07131047,"C,R,S"
108,07131051,"C,E"
108,07131052,"A,R,E"
108,07131053,"R,I"
108,07131054,"I,A,E"
108,07131057,"R,I"
108,07131058,"I,R,A"
108,07131059,"A,S,I"
108,07131060,"C,E,R,S"
108,07131081,"S,E,R"
108,07131085,"C,I,R"
108,07131086,"A,R,E"
108,07132001,"I,R,C"
108,07132003,"R,I,A"
108,07132004,"R,I,C"
108,07132006,"I,R,A"
108,07132009,"C,S,E"
108,07132010,"C,I,R"
108,07132011,"C,I,R"
108,07132012,"C,I,E,R"
108,07132014,"E,S,I"
108,07132015,"E,C,R"
108,07132016,"R,A,C,I"
108,07132018,"C,S,I"
108,07132020,"C,S,E"
108,07132021,"I,R"
108,07132022,"R,C,I"
108,07132023,"I,A"
108,07132024,"I,R,S"
108,07132025,"C,R,I"
108,07132026,"S,C,E"
108,07132027,"R,C,E,I"
108,07132028,"A,C"
108,07132029,"I,R,C"
108,07132036,"E,S,A"
108,07132037,"R,A,I"
108,07132040,"C,E,R"
108,07132041,"R,I,C"
108,07132042,"R,C,I"
108,07132043,I
108,07132044,"A,I"
108,07132047,"E,S,A,C"
108,07132049,"R,I,A"
108,07132054,"S,A,I"
108,07132056,"S,A,R"
108,07132059,"A,I,S"
108,07132060,"A,I"
108,07133001,"S,E,C"
108,07133002,"E,A,C"
108,07133005,"C,R,I"
108,07133007,"R,C"
108,07133008,"I,C,R"
108,07133009,"E,I,R"
108,07133010,"E,C,S"
108,07133011,"I,A,R"
108,07133013,"S,E,I,R"
108,07133014,"E,I,S"
108,07133015,"I,R"
108,07133016,"I,R"
108,07133017,"I,C,E,R"
108,07133020,"I,R"
108,07133022,"S,C,I"
108,07133028,"R,S,A"
108,07133029,"S,C,E"
108,07133031,"A,R,C,I"
108,07133032,"C,I,R"
108,07133033,"R,C,S"
108,07133034,"A,R,I"
108,07133035,"E,C,S"
108,07133036,"E,C,I,R"
108,07133037,"I,C"
108,07133038,"E,I,R"
108,07133039,"S,I,R"
108,07133040,"I,S,A"
108,07133041,"I,A,C"
108,07133043,"R,I,C"
108,07133044,"I,R,A"
108,07133045,"I,R"
108,07133046,"I,R,A,C"
108,07133047,"C,I,S"
108,07133048,"I,R,C"
108,07133050,"I,R,C"
108,07133053,"E,C,R"
108,07133054,"I,R,S"
108,07133055,"R,C,I"
108,07133056,"I,C,R"
108,07133057,"C,R,I"
108,07133058,"I,E,S"
108,07133059,"S,A,I"
108,07133081,I
108,07133083,"R,S,C,E"
108,07133084,"R,I,E"
108,07134001,"C,S"
108,07134002,"I,R,C"
108,07134003,"I,C"
108,07134004,"I,S"
108,07134005,"I,A,C"
108,07134006,"A,E,S"
108,07134008,"I,S,C"
108,07134010,"C,E,I"
108,07134011,"A,I,R"
108,07134012,"S,E,R"
108,07134013,"R,C,I"
108,07134014,"C,I,S"
108,07134015,"A,I,C,R"
108,07134017,"C,I,E,R"
108,07134019,"I,S,A"
108,07134020,"I,A,C"
108,07134021,"A,E,S"
108,07134023,"S,I,A"
108,07134024,"S,I,R"
108,07134025,"I,A,C,R"
108,07134026,"A,I,E"
108,07134027,"S,A,E,I"
108,07134028,"E,S"
108,07134029,"I,C,S"
108,07134030,"C,S,R"
108,07134031,"I,A"
108,07134032,"S,C,R"
108,07134034,"I,A,S"
108,07134035,"I,S,C"
108,07134036,"S,C,A"
108,07134037,"E,I,A"
108,07134038,"I,A,S"
108,07134039,"I,S,A"
108,07134040,"S,I,R"
108,07134041,"C,E,S"
108,07134042,"A,I,R"
108,07134043,"I,C,S"
108,07134045,"I,A,R"
108,07134046,"I,S"
108,07134047,"I,A,C,R"
108,07134049,"I,A"
108,07134050,"C,E,I,S"
108,07134051,"A,S,E,I"
108,07134052,"S,I,A"
108,07134053,"A,I,C"
108,07134054,"S,E,A"
108,07134055,"I,S,R"
108,07134056,"I,C,R,S"
108,07134057,"C,I,R"
108,07134058,"S,I,R"
108,07134059,"I,S,C"
108,07134060,"C,E,R,S"
108,07134081,"A,C,E,S"
108,07134082,"A,I"
108,07135001,"I,R"
108,07135003,"C,A"
108,07135004,"E,C"
108,07135005,"C,E,S"
108,07135007,"A,S,C"
108,07135008,"S,A,C"
108,07135010,"A,E,S"
108,07135011,"S,A,E"
108,07135013,"A,E,S"
108,07135014,"A,R,S"
108,07135015,"I,E,R,S"
108,07135016,"C,S,I"
108,07135017,"S,A"
108,07135018,"A,S"
108,07135019,"S,E"
108,07135020,"S,A,C"
108,07135022,"S,E,A"
108,07135023,"I,C,S"
108,07135025,"I,S,C"
108,07135027,"S,A"
108,07135028,"A,C,E,I"
108,07135029,"S,C,R"
108,07135030,"S,E"
108,07135031,"E,A,C"
108,07135032,"S,C"
108,07135033,"S,C,E,I"
108,07135034,"A,I,C"
108,07135036,"A,S,I"
108,07135037,"E,A,C,I"
108,07135038,"S,I,A"
108,07135039,"S,A,E"
108,07135040,"A,E,I"
108,07135041,"S,C"
108,07135042,"S,A,E"
108,07135043,"A,S"
108,07135044,"S,A,C"
108,07135045,"C,A,S"
108,07135046,"E,I,A"
108,07135047,"E,S,C"
108,07135048,"S,C,E"
108,07135050,"C,A,S"
108,07135051,"A,E,I,R,S,C"
108,07135052,"A,I,S"
108,07135053,"S,A,C"
108,07135054,"S,C,E"
108,07135055,"S,E"
108,07135056,"C,S,A"
108,07135057,"A,E,S"
108,07135058,"S,C"
108,07135059,"S,R,E"
108,07135074,"S,C,R"
108,07135075,"R,S,A"
108,07135076,"I,R,S"
108,07135078,"R,A,C,I"
108,07141101,"C,I"
108,07141102,"C,R,I"
108,07141104,"A,E,S"
108,07141105,"C,I,S"
108,07141106,"S,E,I"
108,07141107,"E,C,I,R"
108,07141109,"I,R,A"
108,07141110,"I,R,C"
